Current_Loan_Expenses_(USD),Property_Age,Loan_Amount_Request,Credit_Score,Profession,Loan_Sanction_Amount,Property_Price,Income_USD
-0.829610707,-0.214877628,-0.048061293,-0.737277393,0.834972667,0.263544371,0.308895567,-0.216513437
-1.153536868,0.001374285,-1.203015146,1.656406733,0.834972667,-0.698559059,-1.069888534,-0.000962246
-1.115804416,-1.078825901,-0.89762036,-0.482299238,0.834972667,-0.471000635,-0.968641002,-1.074178613
0.1615935,-0.690506091,0.051919181,1.351774186,-0.306168056,-0.990492329,0.135269095,-0.688369408
-0.617494349,-0.428847132,-0.767580893,-1.261787577,0.834972667,-0.990492329,-0.792248125,-0.428402153
0.560716006,2.437050564,1.653171141,0.121258455,0.834972667,1.539822573,1.502164443,2.418966651
-0.818376014,-0.089913513,-1.188101104,-0.964003911,0.834972667,-0.741322663,-1.119752771,-0.091659841
-0.936675979,-0.348885257,-0.835262154,-1.557430967,0.834972667,-0.990492329,-0.664029769,-0.348957255
0.829229622,4.256088489,0.560204824,-0.266844837,-1.44730878,0.789462708,0.11968575,4.223435052
-0.30314677,1.398157697,-0.395691123,-0.464891663,0.834972667,-0.105127921,-0.098999525,1.386790539
0.596344751,2.461545563,0.755469783,1.73117369,0.834972667,1.097491463,0.417658304,2.443303283
0.966731511,0.17884245,-0.06125736,1.645134615,-1.44730878,0.429652826,-0.294985822,0.175358534
-0.277947042,0.785644907,-0.811804486,0.851663143,0.834972667,-0.311989738,-0.831704083,0.77823783
-0.518575347,-0.670257236,-0.79226923,0.104564306,-1.44730878,-0.423524785,-0.606921283,-0.668251468
1.260534374,-0.441464985,0.578281878,-0.348888731,0.834972667,-0.990492329,0.409025881,-0.440938428
-0.374986136,-0.517473554,-0.555520019,0.821699286,0.834972667,-0.058745799,-0.318416716,-0.516455578
-0.21228452,-0.612878303,-0.222811321,0.222564829,0.834972667,0.191233844,-0.513044236,-0.611243507
0.706901282,0.004793594,1.392470543,-0.08863123,0.834972667,1.330516234,1.820843636,0.002434956
0.445773021,-0.214877628,1.126317763,1.648131001,-1.44730878,1.441036569,1.043054876,-0.216513437
-0.302699173,-1.024926567,-0.291974247,0.508933692,0.834972667,0.201673256,-0.501498096,-1.020627755
-0.735973353,-0.559926385,-0.704921392,0.247392025,0.834972667,-0.255382112,-0.508374659,-0.558633939
1.194961371,0.543700805,1.188394759,1.471201559,0.834972667,1.498543404,1.592160785,0.537857969
0.344436994,-0.420664907,0.035160232,0.509219062,0.834972667,-0.990492329,-0.126469352,-0.420272828
-0.787268003,-0.214877628,-0.717952548,-1.358956085,-1.44730878,-0.990492329,-0.73290077,-0.216513437
-0.293791987,0.48166231,-0.939987568,1.333367816,0.834972667,-0.990492329,-1.015985472,0.476220572
1.342937036,-0.214877628,0.189345873,0.086015252,0.834972667,0.364575165,0.146435119,-0.216513437
0.145614276,2.560490202,-0.515456329,-0.299519709,-1.44730878,-0.140574221,-0.643573549,2.541608215
1.331075708,0.605635946,1.639417045,-0.837870342,-1.44730878,1.72257004,0.848738841,0.599392681
1.966619104,1.373998599,0.467010166,1.312678487,-1.44730878,-0.990492329,0.656790828,1.362787638
-0.734003925,-0.722494287,-0.679021627,0.496377409,0.834972667,-0.281996025,-0.512533777,-0.72015079
0.109940772,-1.074665886,-0.070360197,-0.488862749,0.834972667,0.244264232,0.04818085,-1.070045493
-0.567542491,-0.412766906,0.143876081,0.875348858,0.834972667,0.429496877,0.276312388,-0.41242589
-0.890528698,-0.214877628,-0.768720921,-0.201209721,0.834972667,-0.404618882,-0.659637956,-0.216513437
-1.043920291,-1.227862986,-0.810741091,1.169850768,-0.686548297,-0.353411096,-0.808295995,-1.222252128
-0.207942826,-0.431275961,0.15009222,0.801152641,0.834972667,0.434871489,-0.162492487,-0.430815279
1.330180513,2.195562944,0.812032988,-1.369657462,0.834972667,-0.990492329,1.021993087,2.179040321
1.147560817,1.199157359,2.174433251,0.822840766,-0.686548297,2.411987188,1.422386809,1.189076799
-1.182809731,-0.214877628,-1.034791499,1.034157301,0.834972667,-0.53233114,-0.880884177,-0.216513437
-1.291217795,-0.994152787,-0.988849255,0.384226972,0.834972667,-0.990492329,-1.030443816,-0.990052936
-0.726081453,-0.214877628,-0.927808985,-0.229461358,0.834972667,-0.532344483,-0.862827648,-0.583047585
0.110880726,0.294341023,0.195327221,0.03664623,0.834972667,0.36937727,0.007899488,0.290110373
-0.343072449,-0.768573135,-0.383724544,-0.313360158,0.834972667,-0.026676588,-0.33835491,-0.765931725
-1.168620896,0.195844254,-1.078326079,0.253812851,0.834972667,-0.601295851,-1.065848844,0.192250415
-0.384609477,-0.214877628,-0.461293698,-0.424654484,-1.44730878,-0.093744266,-0.161551222,-0.216513437
-0.293881506,0.003424148,-0.149310753,-0.882958812,0.834972667,0.092681138,-0.337810621,0.001074364
-0.73968841,-0.20119178,-0.709250594,-0.900366386,-1.44730878,-0.990492329,-0.799208773,-0.202218661
-0.359588789,0.247443952,-0.409467331,-0.817323697,0.834972667,-0.116188419,-0.157371029,0.243516505
0.213246227,-0.820861863,-0.737146167,1.630866112,-0.686548297,-0.332251647,-0.611271593,-0.81788239
-0.490287198,0.101765886,-0.948069207,0.880913575,0.834972667,-0.446637767,-0.77217375,0.098780292
-0.484513193,-0.760459813,-0.781669199,-0.145847928,0.834972667,-0.370747084,-0.679295251,-0.757870858
1.466966246,1.287068913,1.466470401,-0.308223496,0.834972667,1.389927815,0.727175484,1.276419978
-0.675055361,-1.114121438,-0.985565894,0.233408892,-1.44730878,-0.990492329,-0.999563322,-1.109245954
-0.535360246,-0.253110154,-0.482714203,1.045714788,-1.44730878,-0.049534381,-0.5259752,-0.253801367
0.326219784,-0.982137834,-0.485393961,-0.165395778,-1.44730878,-0.11458181,-0.348581182,-0.978115664
1.494135402,0.425359986,1.070586201,0.3753805,-1.44730878,-0.990492329,0.431297621,0.420282259
1.198542149,0.899007489,0.386337246,1.184690011,0.834972667,0.871937235,0.18994525,0.890867488
2.399356168,-0.214877628,2.862465533,0.737087061,-0.686548297,3.049364682,3.306849043,-0.216513437
-0.712519255,0.86577904,-0.747488282,0.110985133,-0.686548297,-0.990492329,-0.76663089,0.857853871
-1.364220914,-1.090728886,-1.174440519,-1.009520437,0.834972667,-0.73035515,-1.073635761,-1.086004642
-0.189949415,-0.500867942,0.433113834,-0.000879934,-1.44730878,-0.990492329,0.925961366,-0.499957327
1.023486848,-0.406410608,0.606647539,-0.921055716,0.834972667,0.829617919,0.41682674,-0.406110688
-0.582223682,-0.104564003,-0.597793041,-1.171610636,0.834972667,-0.267387687,-1.432815069,-0.106215612
0.165398077,-0.639793519,0.738569723,-1.559999297,-0.306168056,-0.990492329,0.275395873,-0.637984708
-1.185047717,-1.286111819,-1.081059006,-0.423513004,0.834972667,-0.655382857,-1.057247332,-1.280124365
1.503982542,3.090440029,0.226100039,1.598904664,0.834972667,0.820106903,0.082315187,3.068131757
-1.119429954,-0.214877628,-0.976694641,-0.000879934,0.834972667,-0.539369696,-0.971103919,-0.216513437
-0.274142465,-0.214877628,-0.214798718,0.287771889,0.834972667,0.277933172,-0.449483833,-0.216513437
-1.039757636,-0.810242196,-0.927596981,-0.825314059,0.834972667,-0.532174149,-0.892065981,-0.807331382
1.452195535,-0.541365652,1.132699151,-0.565341927,0.834972667,-0.990492329,1.059049571,-0.540193207
-0.81904741,-0.498361598,-0.882332779,1.632150277,0.834972667,-0.457782703,-0.840260418,-0.497467186
-0.919130165,3.422853707,-0.872773019,-0.314073583,-0.686548297,-0.488158157,-0.742280456,3.39839628
-1.229001771,0.916973933,-1.028138354,-0.751545896,-1.44730878,-0.583848948,-0.887198942,0.908717774
-0.336358489,-0.961570303,0.030341361,0.591691011,-0.686548297,0.520164774,0.08990983,-0.957681108
-0.998802483,-0.78122544,-1.15605795,-1.129090495,0.834972667,-0.715596491,-1.016538947,-0.778502229
-1.202996369,-0.214877628,-0.853842886,-1.160623888,-1.44730878,-0.472960006,-0.699106127,-0.216513437
-1.502483718,-1.243977664,-1.382991173,0.433453309,-0.686548297,-0.883530676,-1.319981191,-1.23826262
-0.683828268,-0.390347608,-0.97513415,-1.532033031,-0.306168056,-0.990492329,-0.89902263,-0.39015154
0.320938136,-0.214877628,-0.513486009,-0.988403052,-1.44730878,-0.25641861,-0.551714781,-0.216513437
0.838584406,0.638855782,0.308322141,-0.827026279,-0.306168056,0.460096455,0.321132011,0.63239774
-0.84563469,-0.654771298,-0.751835377,-1.560998093,0.834972667,-0.990492329,-0.598384834,-0.652865651
0.71383904,-0.214877628,1.878661522,-0.085492159,-0.306168056,1.720859813,2.513021275,-0.216513437
-0.064622172,-0.214877628,0.852258551,-0.501276347,0.834972667,0.896801516,0.968444417,-0.216513437
2.212887135,0.773070119,0.310868383,0.044351222,0.834972667,-0.990492329,0.234906782,0.765744341
-0.032753245,0.086383302,0.813877895,-0.547791668,-1.44730878,-0.25641861,1.293125593,0.083497161
0.42948048,-0.798554532,1.194814969,-0.466033144,0.834972667,1.171826408,1.593799703,-0.795719283
-1.435702201,-1.23334077,-1.375018068,-1.077010458,-1.44730878,-0.990492329,-1.330190279,-1.227694497
-0.530839513,1.740484786,-0.445745163,0.825123726,0.834972667,0.049726559,-0.190495363,1.726904381
-1.246099988,-0.286596988,-1.082272797,1.60218642,0.834972667,-0.579249285,-1.084173518,-0.287071699
-0.419298268,-0.214877628,0.13937049,0.596970357,0.834972667,0.526750911,0.407379072,-0.216513437
-0.719188454,-1.032445602,-0.633359918,-1.537883117,0.834972667,-0.990492329,-0.656977577,-1.028098177
-0.634458287,-0.476192073,-0.969074144,0.232410096,0.834972667,-0.532780849,-0.851833146,-0.475440994
-0.882382427,-1.03328105,-0.853572648,0.838678805,0.834972667,-0.393089286,-0.720042544,-1.028928224
-0.198185205,0.814308535,-0.494835565,0.998343357,-1.44730878,-0.122745159,-0.421745536,0.806716139
0.203399087,1.963368609,0.061945822,-0.237023665,0.834972667,0.358658484,-0.318470431,1.948347193
-0.183862091,0.384069892,-0.351588891,-0.000879934,0.834972667,0.001108611,-0.190374746,0.379259118
-0.213358753,-0.009607122,-0.662094898,-1.285615977,0.834972667,-0.990492329,-0.676193151,-0.011872656
-0.095014029,-0.214877628,-0.239635931,-0.298235544,-1.44730878,0.097905223,-0.269780803,-0.216513437
-0.263131572,-0.75339726,-0.418745544,-0.542226952,-1.44730878,-0.990492329,-0.363410996,-0.750853967
0.604983378,-0.320359435,2.055808073,-0.57618599,0.834972667,2.082589662,2.811368973,-0.320615861
-0.612928857,-0.699704635,-0.661265956,0.33228962,0.834972667,-0.163237286,-0.780140619,-0.697508481
3.400944631,0.348292034,1.360222137,-0.984407871,0.834972667,1.481172807,1.446772369,0.343712575
-1.076102536,-0.214877628,-0.602045274,-0.000879934,0.834972667,-0.270801678,-0.722957883,-0.216513437
-0.022503267,-0.214877628,-0.149644119,0.48082474,-1.44730878,0.259014343,-0.092581544,-0.216513437
0.691503935,0.567368969,0.23228934,-1.005667941,0.834972667,0.505940678,0.201279986,0.561373111
0.904828805,0.881712848,0.797772006,1.308112565,0.834972667,0.99486782,1.143909755,0.873684662
-0.092865562,-0.214877628,-0.157525739,-0.796348997,-0.686548297,0.168899147,0.076692564,-0.216513437
-0.724693901,-1.296128585,-0.704300065,-0.982124911,0.834972667,-0.303852242,-0.859804122,-1.29007637
-0.476008845,-0.844831477,0.168506522,0.301612338,0.834972667,0.450792886,0.025134612,-0.841697034
0.671003979,-0.249751135,0.832261477,-0.316499228,0.834972667,0.880746688,0.847741915,-0.250464065
-0.398305955,0.340040906,-0.000653926,0.959247658,-1.44730878,-0.990492329,0.017795145,0.335514792
1.344011269,-0.009167866,2.936065689,0.831116498,0.834972667,2.843677069,2.21633368,-0.01143624
-0.138072888,-0.099766635,0.897570184,-0.000879934,-1.44730878,0.933180383,1.363461613,-0.10144926
-0.907358356,3.176680686,-0.802700468,-1.366233021,0.834972667,-0.990492329,-0.741848029,3.153814842
-0.799174091,-0.214877628,-0.776913795,0.365535233,0.834972667,-0.277512907,-0.732301037,-0.216513437
-0.499283904,-0.169065778,-0.492333209,1.517003455,0.834972667,-1.011320283,-0.699457278,-0.170300364
1.351844222,3.050734703,0.828888318,0.271220425,-1.44730878,1.021771531,0.760486471,3.028683138
-0.856958901,0.445961968,-1.033116903,-1.175035076,-0.306168056,-0.990492329,-0.893091872,0.440751043
0.921703223,0.313547721,0.583773558,-0.800629548,0.834972667,0.68124554,0.613550464,0.309192894
0.002517422,-1.296783163,-0.198588008,0.348413029,-1.44730878,-0.990492329,-0.471219282,-1.290726716
-0.631593664,-0.284314578,-0.691370522,1.540261115,0.834972667,-0.24282884,-0.519752411,-0.284804045
-0.916131263,-1.061901614,-1.012637419,0.07859563,-1.44730878,-0.600449807,-1.047621549,-1.057363747
2.350120465,-0.214877628,0.954837762,1.444519458,0.834972667,1.13066983,1.35146597,-0.216513437
-1.24914365,-0.214877628,-1.09660636,-0.821318878,0.834972667,-0.667865035,-0.947886374,-0.216513437
1.044165843,0.49619222,-0.042078257,0.559444194,0.834972667,0.268717376,0.02313233,0.490656541
0.442102723,-1.047561187,-0.018763557,0.287914574,-1.44730878,0.288875666,0.19583256,-1.043116035
0.385168348,-0.575438162,0.846619177,0.605388774,-1.44730878,1.326758237,0.273402454,-0.574045427
-1.074670225,1.003369622,-1.096529896,1.016321672,-1.44730878,-0.593337238,-0.980322241,0.994554889
-1.209844607,-1.141846263,-1.054874488,-1.848793806,-1.44730878,-0.990492329,-0.937730246,-1.13679153
-0.336403249,1.606976705,0.293589214,-0.000879934,0.834972667,0.558941878,0.360765653,1.59425947
-0.107412474,0.610700313,-0.549318059,-1.95152703,0.834972667,-0.990492329,-0.723209384,0.604424305
-1.649385149,0.051483957,-1.39397909,-0.162256707,0.834972667,-0.906613844,-1.331157699,0.048823451
1.060279345,-0.119343686,1.455095442,-0.72357963,-1.44730878,1.380795414,2.066534321,-0.12089974
1.609660263,2.197130486,0.233540265,0.750356769,-1.44730878,0.61398772,0.18628546,2.180597729
2.439013288,-0.388969549,3.245017449,-0.894658985,0.834972667,-0.990492329,4.19570069,-0.38878239
-0.120795633,-0.388246068,0.430400149,-0.27940112,-1.44730878,0.677231103,0.585278795,-0.388063587
-0.196797653,0.802844807,-0.896242334,1.591770413,-0.306168056,-0.246659182,-0.886277996,0.795326527
0.349763402,0.685020759,0.423441489,-0.024280279,0.834972667,0.671214556,0.43404857,0.678264247
0.068493263,-0.719367815,-0.230888403,1.082527527,0.834972667,0.262034292,-0.188961389,-0.717044532
3.20592649,2.560490202,-0.122946976,-0.252719018,-1.44730878,0.198796747,0.009349807,2.541608215
-0.157543371,-0.214877628,0.177932766,-0.457472042,0.834972667,0.355411908,0.02498784,-0.216513437
1.931840795,-0.001717735,0.288506351,-1.259076561,0.834972667,0.554546951,0.160473682,-0.004034275
-0.117393893,-0.214877628,0.432407941,-0.442347428,-1.44730878,0.559719956,0.869258935,-0.216513437
0.429032882,-0.28915501,1.906377668,0.919438534,0.834972667,1.953389216,1.105894281,-0.289613183
-0.875937026,-0.031716357,-0.479973512,-0.207630548,0.834972667,-0.990492329,-0.634538638,-0.033838948
-0.085256408,-0.498533855,0.411861109,1.215367294,-1.44730878,0.779180079,0.38315012,-0.49763833
-0.312993911,0.243705967,-0.839344581,-1.281192741,-0.306168056,-0.461319911,-0.689717256,0.239802688
-1.152865472,0.07770153,-1.032593645,-1.497360567,0.834972667,-0.990492329,-1.085065391,0.07487152
-0.348219818,-0.214877628,0.596881346,-1.054466223,-0.306168056,0.821173945,0.114380125,-0.216513437
0.625662373,-0.214877628,0.407229598,0.876775709,0.834972667,0.892581719,0.625748107,-0.216513437
1.333089895,0.856244594,1.219464653,0.696136456,0.834972667,1.695180343,0.67722889,0.848381069
-0.58759485,0.852713318,0.049640476,1.903394526,-0.686548297,0.443627152,-0.229852861,0.844872623
-1.089799013,-0.724836987,-0.588220116,-1.247376388,-1.44730878,-0.259701984,-0.411637935,-0.722478344
-0.478023033,-0.432895181,-0.733269499,-1.206425784,0.834972667,-0.328899785,-0.682077003,-0.432424029
-1.012498961,-1.344894649,-0.967013519,1.585777641,-0.686548297,-0.4981783,-0.801625,-1.338527147
-0.132075085,-0.529858859,-0.100631362,-1.414603248,0.834972667,-0.990492329,-0.219977955,-0.528760809
-0.250956926,-1.183885677,-0.190104979,-1.013230248,0.834972667,0.059928921,-0.024216031,-1.178559146
-0.757234224,-0.936377661,-0.832645019,0.09928496,0.834972667,-0.990492329,-0.716798644,-0.932651344
0.307644496,1.525619544,0.015747013,-0.262278916,0.834972667,0.318714055,0.328677046,1.513428308
0.020376554,0.16364935,0.636273071,0.488387047,-0.686548297,0.987070368,0.801997671,0.160263661
-0.944240373,0.402983752,-0.867854223,1.467491748,-0.306168056,-0.367374582,-0.791955553,0.398050694
-0.907895473,-1.088834055,-0.919854109,-0.650667577,0.834972667,-0.990492329,-0.802300605,-1.084122061
0.253306185,-0.462721546,0.346684904,-1.27691219,0.834972667,0.604849273,0.125943017,-0.462057558
0.280162023,1.532940483,1.132132175,1.206378136,-1.44730878,1.2839619,0.733650207,1.520701915
-1.023957451,-1.420033318,-1.012964371,0.432026458,0.834972667,-0.510763054,-0.835593002,-1.413180022
-1.137826203,-0.840189141,-0.977777617,-2.069527553,-1.44730878,-0.990492329,-0.812217121,-0.837084712
1.028902775,0.053404627,0.709103194,0.740939556,-1.44730878,1.054538343,0.412806396,0.050731703
-0.03038098,0.53107434,-0.114704984,-1.249944719,0.834972667,0.120464669,-0.322970864,0.525313137
-0.28161734,-0.214877628,-0.360680757,-0.375142777,0.834972667,-0.077019565,-0.354438987,-0.216513437
2.18737409,4.256088489,3.204093252,0.919581219,-1.44730878,-0.990492329,3.830254388,4.223435052
-1.187599022,-1.270694783,-1.058829814,-0.000879934,0.834972667,-0.583234742,-0.916180585,-1.264807005
-0.367466501,0.730126354,0.083513346,0.935419257,-0.686548297,0.377306278,0.026811466,0.723078221
-1.206621907,-1.033625565,-1.027263332,-0.944884117,0.834972667,-0.583092345,-0.991489778,-1.029270511
-0.842501509,-0.214877628,-0.973954962,-1.154345746,0.834972667,-0.569393222,-0.995242085,-0.216513437
-1.241579255,-0.214877628,-1.079752042,-0.91663248,0.834972667,-0.628475184,-0.943360651,-0.216513437
-1.182048815,-0.380468647,-1.046054042,-0.737134708,-0.306168056,-0.627278671,-1.030986159,-0.380336449
-1.235178614,-1.274294962,-1.045842207,-0.865408553,0.834972667,-0.990492329,-1.032523699,-1.268383908
-0.136282499,4.256088489,-0.238247102,0.639347812,-1.44730878,-0.990492329,-0.385187299,4.223435052
-0.189322778,0.878284926,0.091796524,-1.439002389,0.834972667,-0.990492329,0.445006217,0.870278903
-0.824418578,-0.158049919,-0.022216724,-1.778878139,-1.44730878,-0.990492329,-0.02759957,-0.159355725
-0.769050793,0.366732187,-0.862934583,0.642486883,-0.306168056,-0.441010675,-0.96528405,0.362033506
-0.588311006,1.011793008,0.054866813,0.267795985,0.834972667,0.448468661,-0.130737198,1.002923815
-0.282646814,-0.732244054,0.380961696,0.197309578,0.834972667,-0.990492329,0.673332838,-0.729837522
0.439014302,-0.214877628,-0.457855385,0.404202877,0.834972667,-0.090771435,-0.437297753,-0.216513437
0.339826742,-0.565860652,0.137999384,-0.000879934,-0.686548297,0.62654558,-0.256372236,-0.564529839
2.029819842,2.98612096,3.411038011,1.859732906,-0.686548297,3.557550071,3.88982979,2.964487142
0.2177222,0.381718579,-0.347962374,-0.000879934,-0.306168056,0.004244063,-0.603878087,0.376923007
0.47567252,2.36589104,0.100200052,-0.203349997,0.834972667,0.391733858,0.24474667,2.348267196
-0.342266774,-0.806805661,-0.859947791,0.828405482,0.834972667,-0.990492329,-0.768189721,-0.803917066
-1.063032695,-0.674822057,-1.138923774,-0.81090287,0.834972667,-0.67963606,-1.115847424,-0.672786776
2.370709941,0.470646451,0.613952056,0.510217857,0.834972667,1.096851613,0.35848874,0.465275933
-0.099042404,-0.878180506,0.289899906,1.458645276,-0.686548297,-0.990492329,-0.09701486,-0.874830451
-0.05844533,-1.093493617,-0.189985305,-0.843863113,-1.44730878,-0.990492329,-0.145686223,-1.088751498
-0.70007605,0.145992968,-0.784897028,-0.071794396,-1.44730878,-0.417606018,-0.791873629,0.142721433
-0.741478799,-1.236544758,-0.969300664,-1.439145074,0.834972667,-0.990492329,-0.85477572,-1.23087777
2.372634609,1.215366779,3.372999161,0.107275322,0.834972667,-0.990492329,2.124610659,1.20518142
0.095662418,1.087267579,-0.836538398,0.73423336,-1.44730878,-0.377309036,-0.704338583,1.07791042
0.728878309,0.182149792,2.187157373,1.626157506,-0.686548297,2.196156633,1.241953917,0.178644492
0.023912572,-0.742002435,-0.916816511,-1.385638186,0.834972667,-0.990492329,-0.714783933,-0.739532812
-0.063189861,-0.368014439,0.275150099,2.231284734,-0.686548297,0.762069258,0.537793713,-0.367962761
-0.310487366,-0.675356055,-0.232250562,-0.000879934,-0.686548297,0.260688293,0.079157859,-0.673317321
-1.23088168,-0.954257977,-1.166168481,-0.546650188,-1.44730878,-0.703192496,-1.140673841,-0.950416059
-0.290748325,0.509533554,0.478579068,-1.118103748,0.834972667,0.718887636,-1.432815069,0.50391162
-1.43426989,-0.963499586,-1.370015044,-1.46625523,0.834972667,-0.990492329,-1.292959354,-0.959597917
-1.071716082,-0.214877628,-0.947419692,-1.880897938,-1.44730878,-0.990492329,-1.03382087,-0.216513437
-1.178199479,-0.689825675,-1.200618792,-0.255572719,0.834972667,-0.751372619,-1.16677819,-0.68769339
-0.838562652,-0.214877628,-1.028060878,-1.69925989,0.834972667,-0.990492329,-0.891466355,-0.216513437
-1.183794445,0.753880647,-1.062139001,-0.433643641,-1.44730878,-0.613246593,-1.065367674,0.746678935
-0.884172817,-0.388426938,-0.885823249,-0.594021619,0.834972667,-0.460800567,-0.721011045,-0.388243288
-0.75629427,0.289905396,-0.693117361,-1.76389621,0.834972667,-0.990492329,-0.550362165,0.285703423
1.964873475,0.571959629,0.206193607,-0.733567582,-1.44730878,0.378101451,0.563444128,0.565934091
-1.08868002,-0.683856956,-1.123518713,-0.000879934,-0.686548297,-0.64316108,-1.054004729,-0.681763262
-0.687901403,-0.214877628,-0.618154539,1.126189147,-0.686548297,-0.120637345,-0.642567329,-0.216513437
-0.585580662,0.565086559,-0.276767856,1.832194694,0.834972667,0.216699197,-0.084011591,0.559105458
-0.929290624,1.055520544,-0.661118431,-0.36615362,-1.44730878,-0.318229159,-0.591302272,1.046368639
0.928193384,-0.105218581,1.124851627,1.392582105,0.834972667,1.277667022,0.968277218,-0.106865958
0.158997435,2.723910778,-0.044943349,-1.489370206,0.834972667,-0.990492329,0.11655501,2.703972227
2.546391878,0.470680902,3.268384982,-0.571762754,0.834972667,3.131006716,2.559382978,0.465310162
-0.965098407,0.713503517,-1.077918444,-0.797347792,0.834972667,-0.990492329,-0.938667079,0.706562855
0.02597152,0.007437745,0.272391178,1.192109633,-1.44730878,0.759343069,0.605431743,0.005062011
0.018899482,-0.131901249,1.112601307,0.608813215,-1.44730878,-1.011320283,0.700467618,-0.133376114
0.438163867,-0.214877628,0.734054511,-1.338837495,0.834972667,-0.990492329,1.283140554,-0.216513437
-1.350121599,3.184449494,-1.166932607,-0.000309194,-1.44730878,-0.990492329,-1.111067605,3.161533422
-0.191516005,-0.374034834,-0.954148793,-1.235390846,0.834972667,-0.990492329,-1.025365805,-0.373944233
-0.034812193,1.01615112,-0.480784731,0.830688443,0.834972667,-0.110596562,-0.439795796,1.00725375
1.572643967,-0.214877628,1.488419059,-1.576693446,-1.44730878,-0.990492329,2.198599985,-0.216513437
-0.517456354,0.326355057,-0.296157612,-0.000879934,0.834972667,0.123287389,-0.278655,0.321917427
-0.429772044,-0.786108937,-0.998000704,0.77760961,-0.686548297,-0.557791281,-1.034672537,-0.783354152
0.343228481,0.575310035,-0.742515135,-0.220329516,0.834972667,-0.383579313,-0.797443293,0.569262835
0.689624027,-0.214877628,0.395635208,1.065119953,-1.44730878,0.764148718,0.195703081,-0.216513437
-1.503647471,-0.214877628,-1.174239993,1.643707765,-1.44730878,-0.690148235,-1.101116828,-0.216513437
1.71927684,-0.474727885,0.828740286,0.29062559,0.834972667,1.02164352,1.05232432,-0.473986273
0.52374447,0.212871896,1.304456479,1.66653737,-1.44730878,1.779163906,1.041152351,0.209167968
